job,link,time,price,bid,status
Phonegap Questions -- 6,https://www.freelancer.com/projects/javascript/phonegap-questions-28318317/,2 days left,$35,1 bids,VERIFIED
Wholesale Supplier,https://www.freelancer.com/projects/business-plans/wholesale-supplier/,3 days left,$20,1 bids,
Formation of Company,https://www.freelancer.com/projects/business-analysis/formation-company/,3 days left,$38 / hr,1 bids,
Build a Multiview Iframe,https://www.freelancer.com/projects/php/build-multiview-iframe/,1 day left,$20,1 bids,
Mass transfer correlation on fluidized beds,https://www.freelancer.com/projects/chemical-engineering/mass-transfer-correlation-fluidized-beds/,3 days left,$50,1 bids,
Full Stack Developer Initial Consultation Session,https://www.freelancer.com/projects/database-development/full-stack-developer-initial/,5 days left,$16,1 bids,
Install Tower 8 and ArmCAD6,https://www.freelancer.com/projects/autocad/install-tower-armcad/,5 days left,$18,1 bids,VERIFIED
"Srs associate.. (LIC HFL, PNB HFL )",https://www.freelancer.com/projects/sales/srs-associate-lic-hfl-pnb/,6 days left,$10 / hr,1 bids,
I need a developer for my S K Y P E_audio project,https://www.freelancer.com/projects/software-architecture/need-developer-for-audio-project/,8 hours left,$59,1 bids,VERIFIED
Teach me how to deploy in bulk multilple raspberry os with remote control with remote.it,https://www.freelancer.com/projects/raspberry-pi/teach-how-deploy-bulk-multilple/,4 days left,$30,1 bids,VERIFIED
Secure Postfix + CipherMail  Server,https://www.freelancer.com/projects/linux/secure-postfix-ciphermail-server/,6 days left,$500,1 bids,VERIFIED
youtube video animation,https://www.freelancer.com/projects/animation/youtube-video-animation-28374102/,6 days left,$6 / hr,1 bids,
Email marketing sales funnel,https://www.freelancer.com/projects/internet-marketing/email-marketing-sales-funnel-28286968/,9 hours left,$3000,1 bids,
Mike’s Deli,https://www.freelancer.com/projects/transfer-pricing/mike-deli/,14 hours left,$250,1 bids,
Gmail Forwarding and Filtering Javascript Automation,https://www.freelancer.com/projects/javascript/gmail-forwarding-filtering-javascript/,1 day left,$120,1 bids,VERIFIED
I need a Delphi developer -- 2,https://www.freelancer.com/projects/mobile-phone/need-delphi-developer-28313129/,2 days left,$4005,1 bids,
Creative Travel Writers Needed,https://www.freelancer.com/projects/articles/creative-travel-writers-needed-28321209/,2 days left,$5000,1 bids,
VIDEO ANIMATION,https://www.freelancer.com/projects/animation/video-animation-28327694/,3 days left,$3000,1 bids,
Decent The Bhurani,https://www.freelancer.com/projects/mobile-phone/decent-the-bhurani/,3 days left,$8,1 bids,
Need human resource manager in US,https://www.freelancer.com/projects/legal/need-human-resource-manager/,2 days left,$38 / hr,1 bids,
Pete Amazing Talker Tutor,https://www.freelancer.com/projects/sales-promotion/pete-amazing-talker-tutor/,3 days left,$112,1 bids,
Need Typescript designer,https://www.freelancer.com/projects/react-js/need-typescript-designer/,3 days left,$14,1 bids,
Laravel developer required for one basic task -- 84833,https://www.freelancer.com/projects/php/laravel-developer-required-for-one-28342431/,4 days left,$47,1 bids,VERIFIED
Drafting Program for Construction CAD Software,https://www.freelancer.com/projects/programming/drafting-program-for-construction-cad/,5 days left,$289,1 bids,
Promote my Fiverr gig and website,https://www.freelancer.com/projects/sales/promote-fiverr-gig-website/,6 days left,$94,1 bids,
Film our product,https://www.freelancer.com/projects/videography/film-our-product/,6 days left,$896,1 bids,
A projects needs to be done related to Microprocessing Design,https://www.freelancer.com/projects/electrical-engineering/projects-needs-done-related/,6 days left,$20,1 bids,VERIFIED
Minecraft figures from USA,https://www.freelancer.com/projects/packing-shipping/minecraft-figures-from-usa/,17 hours left,$296,1 bids,VERIFIED
Facebook Software,https://www.freelancer.com/projects/facebook-marketing/facebook-software-28284709/,5 hours left,$50,1 bids,
i need desktop app for  play station club,https://www.freelancer.com/projects/testing-qa/need-desktop-app-for-play/,2 days left,$30,1 bids,
add chat capability to my website using fusionPBX,https://www.freelancer.com/projects/php/add-chat-capability-website-using/,3 days left,$81,1 bids,VERIFIED
CRYPTOLOGY PROJECT -- 4,https://www.freelancer.com/projects/cryptography/cryptology-project-28322233/,2 days left,$54,1 bids,VERIFIED
"Japan, Korean, Thailand  Vocals Singer Needed for long term job",https://www.freelancer.com/projects/voice-talent/japan-korean-thailand-vocals-singer/,5 days left,$50000,1 bids,VERIFIED
Scopus Q1 publishing,https://www.freelancer.com/projects/software-development/scopus-publishing/,6 days left,$250,1 bids,VERIFIED
Digital fundraiser,https://www.freelancer.com/projects/fundraising/digital-fundraiser/,5 days left,$25 / hr,1 bids,VERIFIED
Grammar Rules for any officiak language apart from english,https://www.freelancer.com/projects/linguistics/grammar-rules-for-any-officiak/,6 days left,$222,1 bids,VERIFIED
I need customers for my bike taxi app,https://www.freelancer.com/projects/threed-modelling/need-customers-for-bike-taxi/,6 days left,$20,1 bids,
Scrum Master Interview Support -- 2,https://www.freelancer.com/projects/agile-development/scrum-master-interview-support/,6 days left,$500,1 bids,
Sales & Telemarketing,https://www.freelancer.com/projects/data-entry/project-for-carmina-28341290/,6 days left,$6 / hr,1 bids,VERIFIED
cTRADER cBOT - Placing Pending Orders on Tick and on Bar,https://www.freelancer.com/projects/cplusplus-programming/ctrader-cbot-placing-pending-orders/,6 days left,$200,1 bids,
Non-invasive platform to estimate fasting blood glucose levels from salivary electrochemical parameters using matlab -- 2,https://www.freelancer.com/projects/matlab-mathematica/non-invasive-platform-estimate-fasting-28286420/,8 hours left,$17,1 bids,
Stock market software,https://www.freelancer.com/projects/android/stock-market-software/,1 day left,$168,1 bids,VERIFIED
wanted php mysql android developers,https://www.freelancer.com/projects/android/wanted-php-mysql-android-developers/,1 day left,$20,1 bids,
Need Level 3 and Level 4 Gown with FDA 510k,https://www.freelancer.com/projects/buyer-sourcing/need-level-level-gown-with/,3 days left,$1 / hr,1 bids,VERIFIED
Gym Equipment installer. Melbourne based only,https://www.freelancer.com/projects/handyman/gym-equipment-installer-melbourne-based/,3 days left,$41,1 bids,
i need a website promotion to get visitors,https://www.freelancer.com/projects/seo/need-website-promotion-get-visitors/,5 days left,$10000,1 bids,
Ready to develop a complete plan to open a hyperma,https://www.freelancer.com/projects/internet-marketing/ready-develop-complete-plan-open/,6 days left,$100,1 bids,
help with drracket project,https://www.freelancer.com/projects/computer-science/help-with-drracket-project/,5 days left,$90,1 bids,
Apk builder on php,https://www.freelancer.com/projects/android/apk-builder-php/,5 days left,$140,1 bids,VERIFIED
Looking for Subject Matter Expert in Space Gas and Mechanical,https://www.freelancer.com/projects/mechanical-engineering/looking-for-subject-matter-expert/,6 days left,$20,1 bids,VERIFIED
need instructions to create a cryptocurrency with masternode -- 2,https://www.freelancer.com/projects/cplusplus-programming/need-instructions-create-cryptocurrency-28355270/,5 days left,$2000,1 bids,
develop android games for nila solutions,https://www.freelancer.com/projects/android/develop-android-games-for-nila/,5 days left,$301,1 bids,
I need an attorney ASAP for dealing with an abusive situation,https://www.freelancer.com/projects/legal/need-attorney-asap-for-dealing/,6 days left,$1500,1 bids,
Boat Sale Page with Advance Search Filter,https://www.freelancer.com/projects/c-sharp-programming/boat-sale-page-with-advance/,19 hours left,$14,1 bids,
BigBlueButton live stream to Youtube and Facebook,https://www.freelancer.com/projects/grails/bigbluebutton-live-stream-youtube/,1 day left,$256,1 bids,VERIFIED
I have a Haskell project,https://www.freelancer.com/projects/software-testing/have-haskell-project/,23 hours left,$94,1 bids,VERIFIED
Management Trainee,https://www.freelancer.com/projects/marketing/management-trainee/,2 days left,$94,1 bids,
Webhook for tradingview and FXCM -- 2,https://www.freelancer.com/projects/php/webhook-for-tradingview-fxcm-28327508/,3 days left,$30,1 bids,
Looking for Divi Den Pro (Lifetime API Key),https://www.freelancer.com/projects/website-design/looking-for-divi-den-pro/,3 days left,$7,1 bids,
TensorRT implementation,https://www.freelancer.com/projects/python/tensorrt-implementation/,3 days left,$10,1 bids,VERIFIED
Dynamic Nifty Data,https://www.freelancer.com/projects/website-design/dynamic-nifty-data/,5 days left,$140,1 bids,
simple assembly task.,https://www.freelancer.com/projects/software-architecture/simple-assembly-task/,5 days left,$10 / hr,1 bids,VERIFIED
Send request & get response castles v3 model vega3000,https://www.freelancer.com/projects/vb-net/send-request-get-response-castles/,5 days left,$20,1 bids,VERIFIED
iSymphony stop working freePBX,https://www.freelancer.com/projects/asterisk-pbx/isymphony-stop-working-freepbx/,17 hours left,$30,1 bids,VERIFIED
Find potential subscribers for live training sessions about discovering cryptocurrencies and online trading,https://www.freelancer.com/projects/marketing/find-potential-subscribers-for-live/,17 hours left,$168,1 bids,
Call center- automatic calling from google sheet list with android . OR BEST WAY RELATED WITH HUBSPOT call center android app,https://www.freelancer.com/projects/android/call-center-automatic-calling-from/,2 days left,$25,1 bids,VERIFIED
Need Python script to scan scripts/codebase files for list of Expressions,https://www.freelancer.com/projects/python/need-python-script-scan-scripts/,4 days left,$10,1 bids,
Decode an old corrupted Emule .met File,https://www.freelancer.com/projects/cplusplus-programming/decode-old-corrupted-emule-met/,5 days left,$35,1 bids,
upWork similar web platform needed,https://www.freelancer.com/projects/php/upwork-similar-web-platform-needed/,5 days left,$3000,1 bids,VERIFIED
Virtual assistance incl. C3 restaurant license,https://www.freelancer.com/projects/virtual-assistant/virtual-assistance-incl-restaurant/,5 days left,$2392,1 bids,
"SIte Core, Sales force, ASP.Net, Mobile app Developer on Contract basis Work from home positions(Immediate Joiners only apply)",https://www.freelancer.com/projects/asp-net/site-core-sales-force-asp/,6 days left,$1500,1 bids,
my children androide phone cntrol,https://www.freelancer.com/projects/python/children-androide-phone-cntrol/,1 day left,$14,1 bids,VERIFIED
AR Model Rendering App Developer,https://www.freelancer.com/projects/augmented-reality/model-rendering-app-developer/,6 days left,$16 / hr,1 bids,VERIFIED
C# and word expert.,https://www.freelancer.com/projects/c-sharp-programming/word-expert/,13 days left,$20,1 bids,VERIFIED
"FPX(Malaysia Payment Gateway) to website using html, php, handlebars, node.js",https://www.freelancer.com/projects/php/fpx-malaysia-payment-gateway-website/,5 days left,$30,1 bids,
"Java, Websphere",https://www.freelancer.com/projects/java/java-websphere/,6 days left,$135,1 bids,VERIFIED
unlock device without losing data.,https://www.freelancer.com/projects/android/unlock-device-without-losing-data/,1 day left,$8,1 bids,
LogRhythm NetMon Freemium,https://www.freelancer.com/projects/network-administration/logrhythm-netmon-freemium/,6 days left,$350,1 bids,VERIFIED
Muskan collection,https://www.freelancer.com/projects/sales-management/muskan-collection/,6 days left,$175,1 bids,
Neighbour Dispute over Party wall.,https://www.freelancer.com/projects/property-law/neighbour-dispute-over-party-wall/,6 days left,$17 / hr,1 bids,VERIFIED
Proofreader/Edit my Document (English) -- 2,https://www.freelancer.com/projects/proofreading/proofreader-edit-document-english-28373195/,6 days left,$25 / hr,1 bids,
Raspberry 4 - Composite out / Tft Monitor / config.txt,https://www.freelancer.com/projects/electronics/raspberry-composite-out-tft-monitor/,4 hours left,$20,1 bids,VERIFIED
thunderbird plug expert,https://www.freelancer.com/projects/programming/thunderbird-plug-expert/,15 hours left,$30,1 bids,VERIFIED
i need pega support for 6 months telugu,https://www.freelancer.com/projects/software-architecture/need-pega-support-for-months/,3 days left,$2709,1 bids,VERIFIED
I want to integrate a payment gateway in react native project,https://www.freelancer.com/projects/react-native/want-integrate-payment-gateway-react/,3 days left,$148,1 bids,
ADS software simulation -- 2,https://www.freelancer.com/projects/engineering/ads-software-simulation/,1 day left,$73,1 bids,VERIFIED
TISCALI MAIL ACCOUNT GENERATOR,https://www.freelancer.com/projects/macos/tiscali-mail-account-generator/,3 days left,$59,1 bids,
Professional Economic Writers Wanted,https://www.freelancer.com/projects/research-writing/professional-economic-writers-wanted/,2 days left,$7500,1 bids,
Help with Apple Pay Checkout Integration,https://www.freelancer.com/projects/payment-gateway-integration/help-with-apple-pay-checkout-28353316/,5 days left,$56,1 bids,
